"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"mu[207] NA",0.255400174733333,0.255092,0.254550768688602,15000,0.95,0.224707,0.288015,NA,NA,NA,NA,NA,NA,NA
"mu[208] NA",0.132444815333333,0.13151,0.126739498833503,11641.7,0.95,0.0919616,0.173328,NA,NA,NA,NA,NA,NA,NA
"mu[209] NA",0.273286661266667,0.273114,0.271649122387326,15481.6,0.95,0.242866,0.304608,NA,NA,NA,NA,NA,NA,NA
"mu[210] NA",0.246663138866667,0.2460025,0.241477631147554,15000,0.95,0.197618,0.294239,NA,NA,NA,NA,NA,NA,NA
"mu[211] NA",0.134755550953333,0.133731,0.12727677356261,12350.4,0.95,0.0936458,0.176499,NA,NA,NA,NA,NA,NA,NA
"mu[212] NA",0.261554520866667,0.261375,0.261476176471298,15000,0.95,0.229879,0.292218,NA,NA,NA,NA,NA,NA,NA
"mu[213] NA",0.139305666813333,0.138384,0.133429020063762,11840.5,0.95,0.100811,0.180795,NA,NA,NA,NA,NA,NA,NA
"mu[214] NA",0.1261634446,0.1253085,0.125273917339095,13368.7,0.95,0.0897211,0.165066,NA,NA,NA,NA,NA,NA,NA
"mu[215] NA",0.278502688866667,0.2782555,0.277724533899915,15000,0.95,0.244003,0.315266,NA,NA,NA,NA,NA,NA,NA
"mu[216] NA",0.242096744133333,0.241756,0.242168134024548,15000,0.95,0.198809,0.287997,NA,NA,NA,NA,NA,NA,NA
"mu[217] NA",0.237214714866667,0.2370745,0.237359248449118,15000,0.95,0.204099,0.270296,NA,NA,NA,NA,NA,NA,NA
"mu[218] NA",0.277636184933333,0.277355,0.28046446965566,16551.3,0.95,0.246735,0.309535,NA,NA,NA,NA,NA,NA,NA
"mu[219] NA",0.117914158666667,0.1170675,0.114501670597122,11244.5,0.95,0.0837333,0.155659,NA,NA,NA,NA,NA,NA,NA
"mu[220] NA",0.240096012866667,0.2392785,0.236553420695883,15000,0.95,0.190565,0.28831,NA,NA,NA,NA,NA,NA,NA
"mu[221] NA",0.13024826076,0.129312,0.126293966319451,13290.5,0.95,0.0907925,0.1718,NA,NA,NA,NA,NA,NA,NA
"mu[222] NA",0.250239738866667,0.249303,0.246915404017787,15000,0.95,0.198594,0.29953,NA,NA,NA,NA,NA,NA,NA
"mu[223] NA",0.243598501666667,0.243328,0.245234057767578,13775.2,0.95,0.199782,0.287617,NA,NA,NA,NA,NA,NA,NA
"mu[224] NA",0.253938481933333,0.253233,0.252003066007866,15000,0.95,0.20438,0.306473,NA,NA,NA,NA,NA,NA,NA
"mu[225] NA",0.13457387672,0.133768,0.133572118711261,11764.5,0.95,0.0990488,0.171412,NA,NA,NA,NA,NA,NA,NA
"mu[226] NA",0.13272441646,0.1317865,0.128514029018298,11895.7,0.95,0.0931183,0.175481,NA,NA,NA,NA,NA,NA,NA
"mu[227] NA",0.2893391086,0.289015,0.288676903227002,14551.5,0.95,0.251558,0.32619,NA,NA,NA,NA,NA,NA,NA
"mu[228] NA",0.273037503733333,0.272807,0.270829440370405,14024.4,0.95,0.23853,0.309657,NA,NA,NA,NA,NA,NA,NA
"mu[229] NA",0.265997599533333,0.265575,0.264526438343045,14642.5,0.95,0.221524,0.310251,NA,NA,NA,NA,NA,NA,NA
"mu[230] NA",0.2410421368,0.2405175,0.239160395360553,15000,0.95,0.197595,0.282967,NA,NA,NA,NA,NA,NA,NA
"mu[231] NA",0.249494522466667,0.249267,0.247797681611685,15000,0.95,0.213101,0.285582,NA,NA,NA,NA,NA,NA,NA
"mu[232] NA",0.12915275526,0.1280975,0.124408346855326,13209.5,0.95,0.0886228,0.169798,NA,NA,NA,NA,NA,NA,NA
"mu[233] NA",0.262698429333333,0.262554,0.264203779988801,14389,0.95,0.231831,0.293317,NA,NA,NA,NA,NA,NA,NA
"mu[234] NA",0.233629443066667,0.233143,0.231667615240022,15000,0.95,0.195519,0.274316,NA,NA,NA,NA,NA,NA,NA
"mu[235] NA",0.241305516266667,0.240825,0.240445733169632,14989.3,0.95,0.206661,0.276356,NA,NA,NA,NA,NA,NA,NA
"mu[236] NA",0.128927211793333,0.1280095,0.124984796487113,12556.3,0.95,0.0898961,0.170406,NA,NA,NA,NA,NA,NA,NA
"mu[237] NA",0.235822789133333,0.235717,0.236761846369391,15610.1,0.95,0.199706,0.270234,NA,NA,NA,NA,NA,NA,NA
"mu[238] NA",0.247577769533333,0.247354,0.248038059723594,14333,0.95,0.214456,0.279829,NA,NA,NA,NA,NA,NA,NA
"mu[239] NA",0.12936679476,0.128391,0.124187533289604,11002.2,0.95,0.0896218,0.17043,NA,NA,NA,NA,NA,NA,NA
"mu[240] NA",0.129580372246667,0.128488,0.125459468763626,11389.9,0.95,0.0896784,0.170263,NA,NA,NA,NA,NA,NA,NA
"mu[241] NA",0.229200103066667,0.2288855,0.228174946910618,14644.3,0.95,0.192071,0.265271,NA,NA,NA,NA,NA,NA,NA
"mu[242] NA",0.221049652666667,0.2208035,0.219699905773078,15000,0.95,0.191511,0.249699,NA,NA,NA,NA,NA,NA,NA
"mu[243] NA",0.12922534836,0.128238,0.12696977754877,11486.5,0.95,0.0887344,0.168955,NA,NA,NA,NA,NA,NA,NA
"mu[244] NA",0.2596932116,0.259422,0.255787744772058,15000,0.95,0.224177,0.296672,NA,NA,NA,NA,NA,NA,NA
"mu[245] NA",0.2593767824,0.259206,0.260944255821397,15000,0.95,0.213359,0.305536,NA,NA,NA,NA,NA,NA,NA
"mu[246] NA",0.129538896093333,0.128557,0.12412218507857,12988.4,0.95,0.0894003,0.171258,NA,NA,NA,NA,NA,NA,NA
"mu[247] NA",0.258508242933333,0.258224,0.262295029254603,15000,0.95,0.226148,0.291352,NA,NA,NA,NA,NA,NA,NA
"mu[248] NA",0.255203293466667,0.254946,0.252268143262065,15000,0.95,0.222065,0.286721,NA,NA,NA,NA,NA,NA,NA
"mu[249] NA",0.264994262666667,0.2646615,0.263038829880595,15000,0.95,0.229326,0.3009,NA,NA,NA,NA,NA,NA,NA
"mu[250] NA",0.2374184778,0.23695,0.235985106972335,14039.3,0.95,0.191068,0.283492,NA,NA,NA,NA,NA,NA,NA
"mu[251] NA",0.2718365384,0.2716745,0.274219770460203,15000,0.95,0.242017,0.30269,NA,NA,NA,NA,NA,NA,NA
"mu[252] NA",0.126361087686667,0.125518,0.12261078547023,11974.7,0.95,0.0882727,0.164672,NA,NA,NA,NA,NA,NA,NA
"mu[253] NA",0.278973920466667,0.278745,0.277745408316614,15000,0.95,0.249655,0.309397,NA,NA,NA,NA,NA,NA,NA
"mu[254] NA",0.244164955866667,0.2437115,0.242647308509688,15000,0.95,0.202775,0.286032,NA,NA,NA,NA,NA,NA,NA
"mu[255] NA",0.251672012866667,0.2514155,0.250735512900826,15000,0.95,0.222428,0.281657,NA,NA,NA,NA,NA,NA,NA
"mu[256] NA",0.248609835333333,0.2485155,0.250592143163388,15000,0.95,0.219432,0.276984,NA,NA,NA,NA,NA,NA,NA
"mu[257] NA",0.126068872713333,0.1254115,0.121201920292513,12029.8,0.95,0.0888316,0.164253,NA,NA,NA,NA,NA,NA,NA
"mu[258] NA",0.275954375733333,0.275858,0.275329666367195,15000,0.95,0.246128,0.307307,NA,NA,NA,NA,NA,NA,NA
"mu[259] NA",0.2303741152,0.229699,0.227527243237005,15000,0.95,0.18185,0.280472,NA,NA,NA,NA,NA,NA,NA
"mu[260] NA",0.2722950868,0.2716245,0.271299783073165,15000,0.95,0.224999,0.318635,NA,NA,NA,NA,NA,NA,NA
"mu[261] NA",0.129509520186667,0.1285565,0.12616838012152,12675.7,0.95,0.0893775,0.171309,NA,NA,NA,NA,NA,NA,NA
"mu[262] NA",0.2472764632,0.2468885,0.249202590242163,15000,0.95,0.196348,0.298585,NA,NA,NA,NA,NA,NA,NA
"mu[263] NA",0.242979664533333,0.2424805,0.241935412129105,15000,0.95,0.19271,0.294482,NA,NA,NA,NA,NA,NA,NA
"mu[264] NA",0.131273362033333,0.130401,0.130323974186228,12144.5,0.95,0.0908104,0.171606,NA,NA,NA,NA,NA,NA,NA
"mu[265] NA",0.12906221132,0.128187,0.126116811523594,12642.8,0.95,0.0870747,0.168442,NA,NA,NA,NA,NA,NA,NA
"mu[266] NA",0.249096069,0.2484605,0.240462219494205,15000,0.95,0.196832,0.301795,NA,NA,NA,NA,NA,NA,NA
"mu[267] NA",0.294210591266667,0.294158,0.296944433441021,15000,0.95,0.263746,0.325753,NA,NA,NA,NA,NA,NA,NA
"mu[268] NA",0.125706562913333,0.1247865,0.122222636803136,12815.8,0.95,0.0896713,0.164812,NA,NA,NA,NA,NA,NA,NA
"mu[269] NA",0.13371640932,0.132663,0.131645473561156,12305.8,0.95,0.0933,0.174647,NA,NA,NA,NA,NA,NA,NA
"mu[270] NA",0.2250005356,0.2247035,0.226142575496706,14205.9,0.95,0.186293,0.265277,NA,NA,NA,NA,NA,NA,NA
"mu[271] NA",0.129084724473333,0.1280085,0.12494545917045,11933.7,0.95,0.0880568,0.169134,NA,NA,NA,NA,NA,NA,NA
"mu[272] NA",0.238204626533333,0.23785,0.237077596388192,15000,0.95,0.197032,0.279915,NA,NA,NA,NA,NA,NA,NA
"mu[273] NA",0.2272508266,0.22701,0.225340694265291,15000,0.95,0.192769,0.263141,NA,NA,NA,NA,NA,NA,NA
"mu[274] NA",0.2393631076,0.239059,0.242075861650283,15000,0.95,0.198968,0.282113,NA,NA,NA,NA,NA,NA,NA
"mu[275] NA",0.232395530866667,0.231836,0.230653298210891,15000,0.95,0.193213,0.275859,NA,NA,NA,NA,NA,NA,NA
"mu[276] NA",0.129391939713333,0.1285695,0.121551728349213,11969.2,0.95,0.0902091,0.171982,NA,NA,NA,NA,NA,NA,NA
"mu[277] NA",0.2607390916,0.260208,0.257061742018218,15000,0.95,0.216018,0.305736,NA,NA,NA,NA,NA,NA,NA
"mu[278] NA",0.237456605866667,0.2368675,0.236123261527049,15000,0.95,0.193545,0.284014,NA,NA,NA,NA,NA,NA,NA
"mu[279] NA",0.262851009733333,0.262437,0.261350547652192,15000,0.95,0.227048,0.298306,NA,NA,NA,NA,NA,NA,NA
"mu[280] NA",0.2845706612,0.2843995,0.284960867843113,15000,0.95,0.252381,0.318401,NA,NA,NA,NA,NA,NA,NA
"mu[281] NA",0.123043686193333,0.12203,0.119241989488731,12645,0.95,0.0864732,0.161242,NA,NA,NA,NA,NA,NA,NA
"mu[282] NA",0.251499365333333,0.251457,0.252690492593468,15000,0.95,0.21313,0.290469,NA,NA,NA,NA,NA,NA,NA
"mu[283] NA",0.2484222368,0.248285,0.245894222007233,14629.2,0.95,0.207734,0.286953,NA,NA,NA,NA,NA,NA,NA
"mu[284] NA",0.243057370466667,0.242891,0.243301459717881,15000,0.95,0.213394,0.272177,NA,NA,NA,NA,NA,NA,NA
"mu[285] NA",0.291808323266667,0.291399,0.288179108279981,15000,0.95,0.250278,0.333364,NA,NA,NA,NA,NA,NA,NA
"mu[286] NA",0.267106755666667,0.267009,0.267778985275277,15000,0.95,0.23469,0.30101,NA,NA,NA,NA,NA,NA,NA
"mu[287] NA",0.257512377,0.2574485,0.257605129179588,15000,0.95,0.227626,0.288144,NA,NA,NA,NA,NA,NA,NA
"mu[288] NA",0.2814483956,0.281252,0.281891859157907,15000,0.95,0.250285,0.31421,NA,NA,NA,NA,NA,NA,NA
"mu[289] NA",0.12550868706,0.1247935,0.1245095228497,12493.1,0.95,0.089191,0.166228,NA,NA,NA,NA,NA,NA,NA
"mu[290] NA",0.252295564333333,0.2519825,0.250591482125149,15000,0.95,0.201086,0.304536,NA,NA,NA,NA,NA,NA,NA
"mu[291] NA",0.2415593144,0.241147,0.242219600735796,15000,0.95,0.192696,0.289115,NA,NA,NA,NA,NA,NA,NA
"mu[292] NA",0.258432792466667,0.257881,0.256158989531218,14218.5,0.95,0.212618,0.302829,NA,NA,NA,NA,NA,NA,NA
"mu[293] NA",0.258556097,0.2583485,0.257208215730772,15000,0.95,0.226757,0.289268,NA,NA,NA,NA,NA,NA,NA
"mu[294] NA",0.12630698026,0.1255155,0.123587663424445,12061.4,0.95,0.0880024,0.167574,NA,NA,NA,NA,NA,NA,NA
"mu[295] NA",0.13672659862,0.136,0.134889225143059,12912.2,0.95,0.100822,0.175214,NA,NA,NA,NA,NA,NA,NA
"mu[296] NA",0.240722108466667,0.2403275,0.23730588310794,15000,0.95,0.201441,0.280755,NA,NA,NA,NA,NA,NA,NA
"mu[297] NA",0.252372712133333,0.251833,0.251128349638315,15000,0.95,0.207843,0.300604,NA,NA,NA,NA,NA,NA,NA
"mu[298] NA",0.267968706533333,0.267182,0.265929893326057,15000,0.95,0.219028,0.316694,NA,NA,NA,NA,NA,NA,NA
"mu[299] NA",0.129390612193333,0.1285595,0.125751598890642,12774.7,0.95,0.0895459,0.169843,NA,NA,NA,NA,NA,NA,NA
"mu[300] NA",0.1455359497,0.14488,0.144892779464445,12509.4,0.95,0.106758,0.186834,NA,NA,NA,NA,NA,NA,NA
"mu[301] NA",0.259253953266667,0.258575,0.255494299407131,15000,0.95,0.209383,0.308402,NA,NA,NA,NA,NA,NA,NA
"mu[302] NA",0.123709061293333,0.1229015,0.121964181104127,11740.7,0.95,0.0854601,0.162381,NA,NA,NA,NA,NA,NA,NA
"mu[303] NA",0.126254591933333,0.125318,0.123683299294932,10935.1,0.95,0.0884717,0.167547,NA,NA,NA,NA,NA,NA,NA
"mu[304] NA",0.131570200206667,0.1306645,0.12990910727995,12252.6,0.95,0.0952149,0.172389,NA,NA,NA,NA,NA,NA,NA
"mu[305] NA",0.280241314666667,0.2798775,0.276902586063344,15000,0.95,0.241239,0.318394,NA,NA,NA,NA,NA,NA,NA
"mu[306] NA",0.125671120206667,0.124737,0.121476968726275,11949.4,0.95,0.0882837,0.166413,NA,NA,NA,NA,NA,NA,NA
"mu[307] NA",0.260657600866667,0.260199,0.256758062105812,15000,0.95,0.220792,0.301346,NA,NA,NA,NA,NA,NA,NA
"mu[308] NA",0.246915612466667,0.2464825,0.244061635396596,15000,0.95,0.203414,0.291946,NA,NA,NA,NA,NA,NA,NA
"mu[309] NA",0.245580559,0.2451205,0.243747378070529,15000,0.95,0.20619,0.28553,NA,NA,NA,NA,NA,NA,NA
"mu[310] NA",0.251114427133333,0.2508925,0.252500856020278,15000,0.95,0.20074,0.300307,NA,NA,NA,NA,NA,NA,NA
"mu[311] NA",0.2465952828,0.2461765,0.24652545335175,15000,0.95,0.203922,0.292053,NA,NA,NA,NA,NA,NA,NA
"mu[312] NA",0.249743665733333,0.24913,0.248759124484592,15000,0.95,0.199735,0.302566,NA,NA,NA,NA,NA,NA,NA
"mu[313] NA",0.275132546133333,0.27508,0.276765299356945,15149.3,0.95,0.244472,0.307874,NA,NA,NA,NA,NA,NA,NA
"mu[314] NA",0.129370277473333,0.128436,0.12484255094239,11666.3,0.95,0.0885236,0.169279,NA,NA,NA,NA,NA,NA,NA
"mu[315] NA",0.2569142974,0.2564895,0.254555963184855,15000,0.95,0.221187,0.294229,NA,NA,NA,NA,NA,NA,NA
"mu[316] NA",0.241039492933333,0.2405425,0.242743971935092,15000,0.95,0.197974,0.286794,NA,NA,NA,NA,NA,NA,NA
"mu[317] NA",0.259767292933333,0.2595975,0.260589563759432,15000,0.95,0.227672,0.292834,NA,NA,NA,NA,NA,NA,NA
"mu[318] NA",0.131765756293333,0.130769,0.126320054619569,12322.9,0.95,0.091695,0.172717,NA,NA,NA,NA,NA,NA,NA
"mu[319] NA",0.2597600966,0.2591535,0.255199475631925,15000,0.95,0.214538,0.30422,NA,NA,NA,NA,NA,NA,NA
"mu[320] NA",0.285369716266667,0.2851115,0.283610255476802,15000,0.95,0.255534,0.314062,NA,NA,NA,NA,NA,NA,NA
"mu[321] NA",0.247836015666667,0.247401,0.24788664857051,15000,0.95,0.201288,0.296497,NA,NA,NA,NA,NA,NA,NA
"mu[322] NA",0.2518859246,0.2515175,0.252220926909563,15000,0.95,0.207206,0.299238,NA,NA,NA,NA,NA,NA,NA
"mu[323] NA",0.285333074133333,0.2851665,0.283063572983797,15000,0.95,0.252719,0.315943,NA,NA,NA,NA,NA,NA,NA
"mu[324] NA",0.129525935166667,0.128386,0.12465369854337,12160.7,0.95,0.0904697,0.172168,NA,NA,NA,NA,NA,NA,NA
"mu[325] NA",0.122805061593333,0.1220725,0.121135173267978,12505.5,0.95,0.0883036,0.159935,NA,NA,NA,NA,NA,NA,NA
"mu[326] NA",0.242631934,0.2422175,0.239472896622508,14593.7,0.95,0.206028,0.283314,NA,NA,NA,NA,NA,NA,NA
"mu[327] NA",0.281872427866667,0.2818445,0.282434629260435,15000,0.95,0.251639,0.310388,NA,NA,NA,NA,NA,NA,NA
"mu[328] NA",0.237847585066667,0.237721,0.239142609110868,13836.3,0.95,0.204344,0.274268,NA,NA,NA,NA,NA,NA,NA
"mu[329] NA",0.134199846126667,0.133327,0.130875088177412,12468.9,0.95,0.093057,0.17624,NA,NA,NA,NA,NA,NA,NA
"mu[330] NA",0.2459614068,0.245751,0.246034627766033,15000,0.95,0.205926,0.286943,NA,NA,NA,NA,NA,NA,NA
"mu[331] NA",0.2572693072,0.256657,0.255743615354664,15000,0.95,0.205981,0.31094,NA,NA,NA,NA,NA,NA,NA
"mu[332] NA",0.2644344894,0.2636875,0.261421427023401,15000,0.95,0.224178,0.304647,NA,NA,NA,NA,NA,NA,NA
"mu[333] NA",0.240258526866667,0.2400515,0.239546590696655,15000,0.95,0.212163,0.269377,NA,NA,NA,NA,NA,NA,NA
"mu[334] NA",0.251949295466667,0.2513075,0.246336655202798,15000,0.95,0.200925,0.300594,NA,NA,NA,NA,NA,NA,NA
"mu[335] NA",0.235164528666667,0.2349365,0.239633887068287,13330,0.95,0.192238,0.279415,NA,NA,NA,NA,NA,NA,NA
"mu[336] NA",0.2396994368,0.239355,0.237974413397163,15000,0.95,0.204201,0.274243,NA,NA,NA,NA,NA,NA,NA
"mu[337] NA",0.12970929184,0.128826,0.125466771662991,11306,0.95,0.0888961,0.170646,NA,NA,NA,NA,NA,NA,NA
"mu[338] NA",0.2530098082,0.2525385,0.249315356311638,15000,0.95,0.203861,0.303845,NA,NA,NA,NA,NA,NA,NA
"mu[339] NA",0.138860512373333,0.138082,0.135373931544889,12924.6,0.95,0.100593,0.179108,NA,NA,NA,NA,NA,NA,NA
"mu[340] NA",0.125555946666667,0.124542,0.121095217818201,12910.2,0.95,0.0880107,0.165886,NA,NA,NA,NA,NA,NA,NA
"mu[341] NA",0.259118290066667,0.2587535,0.258226408400409,15000,0.95,0.217708,0.300928,NA,NA,NA,NA,NA,NA,NA
"mu[342] NA",0.2490154488,0.2481665,0.247241949371216,15000,0.95,0.198604,0.301241,NA,NA,NA,NA,NA,NA,NA
"mu[343] NA",0.2496875912,0.249374,0.248847091502591,15000,0.95,0.215189,0.285721,NA,NA,NA,NA,NA,NA,NA
"mu[344] NA",0.2458123502,0.2452725,0.243280287498426,15000,0.95,0.208138,0.281291,NA,NA,NA,NA,NA,NA,NA
"mu[345] NA",0.128563280853333,0.1278165,0.126345648865405,11617.6,0.95,0.088837,0.169758,NA,NA,NA,NA,NA,NA,NA
"mu[346] NA",0.2488512316,0.248279,0.24979573178543,15000,0.95,0.203393,0.296271,NA,NA,NA,NA,NA,NA,NA
"mu[347] NA",0.2654712242,0.2651005,0.260571284124543,15000,0.95,0.229061,0.304505,NA,NA,NA,NA,NA,NA,NA
"mu[348] NA",0.2580327324,0.2577945,0.258162828676657,15000,0.95,0.224397,0.29218,NA,NA,NA,NA,NA,NA,NA
"mu[349] NA",0.251207033,0.250785,0.25034454236991,15332.2,0.95,0.20241,0.302803,NA,NA,NA,NA,NA,NA,NA
"mu[350] NA",0.136193490046667,0.1354335,0.134363428535308,12628.2,0.95,0.0998649,0.175415,NA,NA,NA,NA,NA,NA,NA
"mu[351] NA",0.147328787246667,0.146418,0.144755418346481,11844.8,0.95,0.111617,0.187411,NA,NA,NA,NA,NA,NA,NA
"mu[352] NA",0.276231193466667,0.2760195,0.27509989445882,15000,0.95,0.245898,0.305998,NA,NA,NA,NA,NA,NA,NA
"mu[353] NA",0.128098086353333,0.1272815,0.126566960781712,12924.3,0.95,0.089294,0.169427,NA,NA,NA,NA,NA,NA,NA
"mu[354] NA",0.129271673813333,0.128211,0.124066857389772,11436.7,0.95,0.0895873,0.170537,NA,NA,NA,NA,NA,NA,NA
"mu[355] NA",0.1294688948,0.1285695,0.125537477192437,13357.5,0.95,0.0900404,0.170466,NA,NA,NA,NA,NA,NA,NA
"mu[356] NA",0.259369761066667,0.2591425,0.260695806171891,15000,0.95,0.223828,0.294192,NA,NA,NA,NA,NA,NA,NA
"mu[357] NA",0.250805581866667,0.2505005,0.249176924631724,15000,0.95,0.215781,0.287187,NA,NA,NA,NA,NA,NA,NA
"mu[358] NA",0.11314840258,0.112402,0.111678686630398,11946.5,0.95,0.0766312,0.149059,NA,NA,NA,NA,NA,NA,NA
"mu[359] NA",0.126134246066667,0.1252125,0.121251558146879,11314.3,0.95,0.0900508,0.16589,NA,NA,NA,NA,NA,NA,NA
"mu[360] NA",0.119925528853333,0.1192855,0.120583875174489,12615.8,0.95,0.085203,0.15627,NA,NA,NA,NA,NA,NA,NA
"mu[361] NA",0.241609371866667,0.241337,0.238940762486002,15507.6,0.95,0.213423,0.269111,NA,NA,NA,NA,NA,NA,NA
"mu[362] NA",0.12836251254,0.127311,0.124140300493893,11729.9,0.95,0.0876842,0.169104,NA,NA,NA,NA,NA,NA,NA
"mu[363] NA",0.266301588933333,0.26616,0.265469692584292,15000,0.95,0.236211,0.297453,NA,NA,NA,NA,NA,NA,NA
"mu[364] NA",0.133656275793333,0.132968,0.133761602923508,12332.9,0.95,0.0975127,0.172039,NA,NA,NA,NA,NA,NA,NA
"mu[365] NA",0.231527144266667,0.2312085,0.228343865038196,15000,0.95,0.186636,0.279773,NA,NA,NA,NA,NA,NA,NA
"mu[366] NA",0.242265343733333,0.241862,0.241048437441845,15000,0.95,0.205247,0.279298,NA,NA,NA,NA,NA,NA,NA
"mu[367] NA",0.127483354033333,0.1266115,0.12577854776088,11914.2,0.95,0.0887934,0.169279,NA,NA,NA,NA,NA,NA,NA
"mu[368] NA",0.264906077,0.264641,0.263756923921801,15000,0.95,0.234824,0.294915,NA,NA,NA,NA,NA,NA,NA
"mu[369] NA",0.142390707453333,0.141664,0.141945341195077,11895.3,0.95,0.101325,0.183707,NA,NA,NA,NA,NA,NA,NA
"mu[370] NA",0.12932891324,0.1281825,0.126110186956366,12106,0.95,0.0900372,0.171547,NA,NA,NA,NA,NA,NA,NA
"mu[371] NA",0.229987410466667,0.2297045,0.226475997963602,14956.3,0.95,0.188793,0.273195,NA,NA,NA,NA,NA,NA,NA
"mu[372] NA",0.277651424333333,0.277595,0.278264550950214,15000,0.95,0.24796,0.307463,NA,NA,NA,NA,NA,NA,NA
"mu[373] NA",0.257428911466667,0.2572295,0.254822870953428,15000,0.95,0.214129,0.300775,NA,NA,NA,NA,NA,NA,NA
"mu[374] NA",0.127974828913333,0.1271375,0.126791930590127,11355.3,0.95,0.0907131,0.168275,NA,NA,NA,NA,NA,NA,NA
"mu[375] NA",0.2592551108,0.2589185,0.255629241721128,15000,0.95,0.225156,0.294447,NA,NA,NA,NA,NA,NA,NA
"mu[376] NA",0.12925765216,0.1285515,0.129994873313003,12246.7,0.95,0.0892973,0.171109,NA,NA,NA,NA,NA,NA,NA
"mu[377] NA",0.246694981133333,0.2462895,0.246076219161893,15000,0.95,0.209426,0.283029,NA,NA,NA,NA,NA,NA,NA
"mu[378] NA",0.128976624586667,0.128221,0.12784960999413,11909.7,0.95,0.0884237,0.169318,NA,NA,NA,NA,NA,NA,NA
"mu[379] NA",0.129408797673333,0.1282055,0.124671967925148,12954.9,0.95,0.0894286,0.171643,NA,NA,NA,NA,NA,NA,NA
"mu[380] NA",0.2591467738,0.258632,0.257074969202583,15000,0.95,0.209239,0.310571,NA,NA,NA,NA,NA,NA,NA
"mu[381] NA",0.13307778624,0.1320315,0.128496289467797,11307.9,0.95,0.0919819,0.174185,NA,NA,NA,NA,NA,NA,NA
"mu[382] NA",0.13189233128,0.130889,0.1275187246135,12559.7,0.95,0.0916344,0.173717,NA,NA,NA,NA,NA,NA,NA
"mu[383] NA",0.235090236866667,0.234828,0.236584982515719,15000,0.95,0.194876,0.276248,NA,NA,NA,NA,NA,NA,NA
"mu[384] NA",0.127894716006667,0.126897,0.124279493116246,13589,0.95,0.0887078,0.169225,NA,NA,NA,NA,NA,NA,NA
"mu[385] NA",0.257176431933333,0.2567485,0.255260364022855,15000,0.95,0.206049,0.309536,NA,NA,NA,NA,NA,NA,NA
"mu[386] NA",0.232101736333333,0.231612,0.230758459469345,15000,0.95,0.194124,0.271871,NA,NA,NA,NA,NA,NA,NA
"mu[387] NA",0.12965014014,0.128595,0.127392288315144,11748.5,0.95,0.090413,0.1714,NA,NA,NA,NA,NA,NA,NA
"mu[388] NA",0.251754705,0.251423,0.246964190843423,15000,0.95,0.211262,0.289944,NA,NA,NA,NA,NA,NA,NA
"mu[389] NA",0.255372751266667,0.255018,0.25743987828097,15000,0.95,0.217286,0.294844,NA,NA,NA,NA,NA,NA,NA
"mu[390] NA",0.230356061666667,0.229624,0.226504888330884,15359.9,0.95,0.180844,0.278508,NA,NA,NA,NA,NA,NA,NA
"mu[391] NA",0.2343765026,0.233994,0.234122789193176,15000,0.95,0.190577,0.27943,NA,NA,NA,NA,NA,NA,NA
"mu[392] NA",0.266081919466667,0.2658355,0.26564404556021,15000,0.95,0.23696,0.296183,NA,NA,NA,NA,NA,NA,NA
"mu[393] NA",0.234621636933333,0.2343215,0.235498413109375,15000,0.95,0.190632,0.283479,NA,NA,NA,NA,NA,NA,NA
"mu[394] NA",0.286267135,0.2860225,0.28430263622218,15000,0.95,0.257409,0.316152,NA,NA,NA,NA,NA,NA,NA
"mu[395] NA",0.233883911133333,0.233711,0.235443443081166,14639.8,0.95,0.186445,0.2806,NA,NA,NA,NA,NA,NA,NA
"mu[396] NA",0.252313661266667,0.2517435,0.251566886518343,14619.3,0.95,0.200666,0.303793,NA,NA,NA,NA,NA,NA,NA
"mu[397] NA",0.129587359746667,0.1287965,0.128255918196678,12890.9,0.95,0.0903807,0.171078,NA,NA,NA,NA,NA,NA,NA
"mu[398] NA",0.235641751466667,0.2352315,0.234304426184457,15000,0.95,0.192835,0.276341,NA,NA,NA,NA,NA,NA,NA
"mu[399] NA",0.130869740013333,0.130324,0.132229113679238,12103.4,0.95,0.0905708,0.170787,NA,NA,NA,NA,NA,NA,NA
"mu[400] NA",0.2511534664,0.250469,0.247004400499049,15000,0.95,0.199126,0.302308,NA,NA,NA,NA,NA,NA,NA
"mu[401] NA",0.2418539642,0.241185,0.238294322548324,15000,0.95,0.192928,0.293938,NA,NA,NA,NA,NA,NA,NA
"mu[402] NA",0.129063374153333,0.1280325,0.126171347884793,11050.8,0.95,0.0904536,0.172458,NA,NA,NA,NA,NA,NA,NA
"mu[403] NA",0.281799770533333,0.281532,0.279661599323417,15000,0.95,0.251908,0.312723,NA,NA,NA,NA,NA,NA,NA
"mu[404] NA",0.259126882133333,0.258349,0.255750695410123,14604.6,0.95,0.212678,0.306772,NA,NA,NA,NA,NA,NA,NA
"mu[405] NA",0.239382711133333,0.239201,0.238368428513524,15000,0.95,0.211115,0.270114,NA,NA,NA,NA,NA,NA,NA
"mu[406] NA",0.2373502512,0.2371035,0.237036870336357,15000,0.95,0.202155,0.274679,NA,NA,NA,NA,NA,NA,NA
"mu[407] NA",0.1311099915,0.1302455,0.126873615099821,12294.6,0.95,0.0902207,0.170631,NA,NA,NA,NA,NA,NA,NA
